,FIRST,LAST,NICKNAME,HT,WT,REACH,STANCE,W,L,D,BELT
1373,Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12,4,0,
1374,TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,
1375,Jai,Herbert,Black Country Banger,"6' 1""",155 lbs.,"77.0""",Orthodox,10,3,0,
1376,Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,27,15,0,
1377,Dave,Herman,,"6' 4""",242 lbs.,"77.0""",Orthodox,22,6,0,
1378,Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,22,6,0,
1379,Noe,Hernandez,,--,--,--,Orthodox,5,5,0,
1380,Joe,Hernandez,,--,--,--,,0,1,0,
1381,Ramiro,Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,19,9,0,
1382,Alexander,Hernandez,The Great,"5' 9""",155 lbs.,"72.0""",Orthodox,13,4,0,
1383,Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,8,2,0,
1384,Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,0,
1385,Carlos,Hernandez,,"5' 8""",125 lbs.,"67.0""",Orthodox,7,1,0,
1386,Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1,1,0,
1387,Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,
1388,Geane,Herrera,La Pulga,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0,
1389,Alvaro,Herrera Mendoza,Chango,"6' 0""",155 lbs.,"74.0""",Orthodox,9,6,0,
1390,Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14,9,0,
1391,Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28,16,0,
1392,Jon,Hess,,"6' 7""",295 lbs.,--,,1,1,0,
1393,Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0,
1394,Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3,0,0,
1395,Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0,
1396,Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9,5,0,
1397,Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,10,4,0,
1398,Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,
1399,Brady,Hiestand,Bam Bam,"5' 8""",135 lbs.,"71.0""",Orthodox,6,2,0,
1400,Lee,Higgins,,--,155 lbs.,--,,2,1,0,
1401,Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"73.0""",Southpaw,21,6,0,
1402,Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8,4,0,
1403,Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,
1404,Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,6,9,0,
1405,Isaiah,Hill,,"5' 10""",155 lbs.,--,,5,7,1,
1406,Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,13,10,0,
1407,Tyler,Hill,,"6' 3""",170 lbs.,--,Switch,8,2,0,
1408,Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,8,1,0,
1409,Kailan,Hill,,"6' 1""",185 lbs.,"77.0""",Southpaw,4,1,0,
1410,Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,17,11,0,
1411,Hatsu,Hioki,,"5' 11""",145 lbs.,"73.0""",Orthodox,29,10,2,
1412,Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,14,5,4,
1413,Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,23,9,0,
1414,Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,18,10,2,
1415,Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,16,22,6,
1416,Kwan,Ho Kwak,,"5' 5""",135 lbs.,--,Switch,9,2,0,
1417,Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0,
1418,Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36,10,1,
1419,Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10,4,0,
1420,Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0,
1421,Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,
1422,Chris,Holdsworth,,"5' 11""",135 lbs.,--,,6,0,0,
1423,Kevin,Holland,Trailblazer,"6' 3""",185 lbs.,"81.0""",Orthodox,21,7,0,
1424,Roger,Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,13,5,0,
1425,Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,22,6,0,
1426,Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,
1427,Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,
1428,Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,14,5,0,
1429,Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,
1430,Joseph,Holmes,Uglyman,"6' 4""",185 lbs.,"80.0""",Orthodox,6,1,0,
1431,Kurt,Holobaugh,,"5' 11""",155 lbs.,"70.0""",Orthodox,17,7,0,
1432,Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1,
1433,Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4,0,0,
1434,Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,12,6,0,
1435,Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,14,5,0,
1436,Sabah,Homasi,,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,
1437,Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,
1438,Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",Orthodox,10,4,0,
1439,Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9,1,0,
1440,Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,
1441,David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,
1442,Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"82.0""",Southpaw,14,4,0,
1443,Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,21,10,0,
1444,Chase,Hooper,The Dream,"6' 1""",145 lbs.,"74.0""",Southpaw,10,2,1,
1445,Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,
1446,Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,
1447,Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,
1448,Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0,
1449,Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5,
1450,Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,
1451,Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1,
1452,Jamey-Lyn,Horth,,"5' 7""",125 lbs.,--,,4,0,0,
1453,Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30,25,1,
1454,John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,
1455,Saeed,Hosseini,,--,--,--,,0,1,0,
1456,Jeff,Hougland,Hellbound,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0,
1457,Trey,Houston,,"5' 11""",185 lbs.,--,,11,4,0,
1458,Jamie,Houston,,--,185 lbs.,--,,3,0,0,
1459,Brian,Houston,B-Hue,"6' 2""",185 lbs.,--,Orthodox,4,6,0,
1460,Harold,Howard,,"6' 2""",240 lbs.,--,Orthodox,1,3,0,
1461,John,Howard,Doomsday,"5' 7""",170 lbs.,"72.0""",Orthodox,24,13,0,
1462,Shane,Howell,,"5' 8""",125 lbs.,--,Orthodox,13,10,0,
1463,Hu,Yaozong,Totoro,"6' 3""",185 lbs.,"72.0""",Orthodox,3,2,0,
1464,Carlos,Huachin,Perro Malo,"5' 4""",135 lbs.,"67.0""",Southpaw,10,5,1,
1465,Brady,Huang,The Kung Fu Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,11,2,0,
1466,Austin,Hubbard,Thud,"5' 10""",155 lbs.,"71.0""",Orthodox,13,6,0,
1467,Collin,Huckbody,All In,"6' 3""",185 lbs.,"76.0""",Orthodox,8,2,0,
1468,Alex,Huddleston,The Shaved Gorilla,"6' 7""",254 lbs.,--,,6,2,0,
1469,Roger,Huerta,El Matador,"5' 9""",155 lbs.,"70.0""",Orthodox,23,9,1,
1470,Casey,Huffman,Hellbent,"6' 3""",185 lbs.,--,,3,1,0,
1471,Matt,Hughes,,"5' 9""",170 lbs.,"73.0""",Switch,45,9,0,
1472,Mark,Hughes,,"5' 9""",205 lbs.,--,Southpaw,6,2,0,
1473,Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0,
1474,Sam,Hughes,Sampage,"5' 5""",115 lbs.,"64.0""",Orthodox,5,3,0,
1475,David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,22,10,0,
1476,Bryan,Humes,,--,265 lbs.,--,,6,2,0,
1477,Abongo,Humphrey,,"5' 11""",205 lbs.,--,Orthodox,7,3,0,
1478,Harry,Hunsucker,The Hurricane,"6' 2""",241 lbs.,"75.0""",Orthodox,7,4,0,
1479,Mark,Hunt,Super Samoan,"5' 10""",265 lbs.,"72.0""",Orthodox,13,14,1,
1480,Alex,Hunter,,"5' 9""",226 lbs.,--,Orthodox,2,0,0,
1481,Adam,Hunter,Warhammer,"6' 1""",185 lbs.,--,Orthodox,7,1,0,
1482,Joe,Hurley,,"5' 8""",155 lbs.,--,,12,5,0,
1483,Solomon,Hutcherson,King,"5' 11""",185 lbs.,--,Southpaw,11,7,0,
1484,Chelsea,Hackett,Hammer,"5' 4""",125 lbs.,"66.0""",Switch,3,1,1,
1485,Keith,Hackney,The Giant Killer,"5' 11""",200 lbs.,--,Sideways,2,2,0,
1486,Jake,Hadley,White Kong,"5' 7""",125 lbs.,--,Southpaw,7,0,0,
1487,Steve,Hadsel,,"5' 8""",170 lbs.,--,,3,0,0,
1488,Damir,Hadzovic,The Bosnian Bomber,"5' 9""",155 lbs.,"70.0""",Orthodox,14,6,0,
1489,Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,0,
1490,Yazan,Hajeh,Yazzle Dazzle,"5' 9""",145 lbs.,--,Orthodox,6,1,0,
1491,Stoney,Hale,The Skuller,"6' 0""",--,--,,5,3,0,
1492,Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,--,,6,4,0,
1493,Mark,Hall,,"6' 0""",190 lbs.,--,Orthodox,5,6,0,
1494,Uriah,Hall,Prime Time,"6' 0""",185 lbs.,"79.0""",Orthodox,18,10,0,
1495,Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"70.0""",Southpaw,8,2,0,
1496,Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,
1497,Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,
1498,Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,
1499,Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,
1500,John,Halverson,The Hurricane,"5' 9""",155 lbs.,--,Southpaw,16,8,0,
1501,Seo Hee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0,
1502,Frank,Hamaker,,--,--,--,,1,0,0,
1503,Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,
1504,Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0,
1505,Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9,2,0,
1506,Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,
1507,CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0,
1508,Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0,
1509,James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6,3,0,
1510,Dean,Hancock,The Hammer,--,155 lbs.,--,,2,1,0,
1511,Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,23,14,1,
1512,Kay,Hansen,,"5' 2""",115 lbs.,"63.0""",Orthodox,7,4,0,
1513,Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,13,4,0,
1514,Janay,Harding,Hollowpoint,--,135 lbs.,--,,2,3,0,
1515,Antoni,Hardonk,,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0,
1516,Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,
1517,Greg,Hardy,Prince of War,"6' 5""",265 lbs.,"80.0""",Orthodox,7,4,0,
1518,Baru,Harn,Seiryu,--,265 lbs.,--,,1,2,0,
1519,Scott,Harper,,"6' 0""",185 lbs.,--,Orthodox,12,7,0,
1520,Gerry,Harris,,"6' 8""",270 lbs.,--,Orthodox,1,4,0,
1521,Gerald,Harris,,"5' 11""",185 lbs.,"77.0""",Southpaw,23,5,0,
1522,Phil,Harris,Billy,"5' 4""",125 lbs.,"65.0""",Orthodox,22,12,0,
1523,Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,13,10,0,
1524,Dhafir,Harris,Dada 5000,--,257 lbs.,--,,2,0,0,
1525,Trevor,Harris,,"5' 6""",145 lbs.,--,,2,2,0,
1526,Carlston,Harris,Mocambique,"6' 0""",170 lbs.,"76.0""",Orthodox,17,4,0,
1527,Collin,Hart,,"6' 1""",185 lbs.,--,Orthodox,6,3,1,
1528,Dale,Hartt,,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,0,
1529,Luke,Hartwig,,--,--,--,,0,1,0,
1530,Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,0,
1531,Hidehiko,Hasegawa,,"5' 9""",170 lbs.,--,,19,20,6,
1532,Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20,17,0,
1533,Takayo,Hashi,,"5' 4""",135 lbs.,--,Orthodox,15,6,1,
1534,Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1,4,0,
1535,Justin,Haskins,,"5' 10""",170 lbs.,--,Orthodox,7,6,0,
1536,Hayder,Hassan,Hulk,"5' 10""",170 lbs.,--,,6,3,0,
1537,Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,17,11,7,
1538,John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,
1539,Phil,Hawes,Megatron,"6' 0""",185 lbs.,"77.0""",Orthodox,11,2,0,
1540,Justin,Hawes,The Hawk,"5' 11""",205 lbs.,--,,6,9,0,
1541,Chris,Hawk,,"6' 1""",205 lbs.,--,,5,10,0,
1542,Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22,17,0,
1543,Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,--,Southpaw,11,3,0,
1544,Mike,Hayes,,"6' 4""",230 lbs.,--,Orthodox,20,12,2,
1545,Ryan,Hayes,,--,--,--,,7,6,0,
1546,Gerric,Hayes,,"5' 10""",--,--,,8,11,0,
1547,Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14,11,0,
1548,Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,
1549,James,Head,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,
1550,Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"72.0""",Orthodox,34,23,0,
1551,Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,25,14,1,
1552,Spencer,Hearns,,"5' 11""",185 lbs.,--,,1,0,0,
1553,David,Heath,,"5' 11""",205 lbs.,"72.0""",Orthodox,18,7,0,
1554,Chris,Heatherly,Stump,"5' 9""",155 lbs.,--,Orthodox,9,4,0,
1555,Jake,Hecht,Hitman,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0,
1556,Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,0,
1557,Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,"72.0""",Orthodox,14,5,0,
1558,Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0,
1559,Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,29,10,0,
1560,Matt,Helm,,--,155 lbs.,--,,1,1,0,
1561,Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,--,Orthodox,0,4,0,
1562,Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0,
1563,Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,24,7,0,
1564,Ron,Henderson,,"5' 10""",125 lbs.,--,,4,3,0,
1565,Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,19,11,0,
1566,Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0,
1567,Cory,Hendricks,,"6' 3""",205 lbs.,--,,3,1,0,
1568,Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10,5,0,
1569,Diego,Henrique da Silva,Gaucho,"6' 2""",185 lbs.,--,Orthodox,8,4,0,
1570,Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12,4,0,
1571,TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,
1572,Jai,Herbert,Black Country Banger,"6' 1""",155 lbs.,"77.0""",Orthodox,10,3,0,
1573,Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,27,15,0,
1574,Dave,Herman,,"6' 4""",242 lbs.,"77.0""",Orthodox,22,6,0,
1575,Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,22,6,0,
1576,Noe,Hernandez,,--,--,--,Orthodox,5,5,0,
1577,Joe,Hernandez,,--,--,--,,0,1,0,
1578,Ramiro,Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,19,9,0,
1579,Alexander,Hernandez,The Great,"5' 9""",155 lbs.,"72.0""",Orthodox,13,4,0,
1580,Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,8,2,0,
1581,Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,0,
1582,Carlos,Hernandez,,"5' 8""",125 lbs.,"67.0""",Orthodox,7,1,0,
1583,Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1,1,0,
1584,Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,
1585,Geane,Herrera,La Pulga,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0,
1586,Alvaro,Herrera Mendoza,Chango,"6' 0""",155 lbs.,"74.0""",Orthodox,9,6,0,
1587,Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14,9,0,
1588,Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28,16,0,
1589,Jon,Hess,,"6' 7""",295 lbs.,--,,1,1,0,
1590,Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0,
1591,Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3,0,0,
1592,Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0,
1593,Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9,5,0,
1594,Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,10,4,0,
1595,Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,
1596,Brady,Hiestand,Bam Bam,"5' 8""",135 lbs.,"71.0""",Orthodox,6,2,0,
1597,Lee,Higgins,,--,155 lbs.,--,,2,1,0,
1598,Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"73.0""",Southpaw,21,6,0,
1599,Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8,4,0,
1600,Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,
1601,Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,6,9,0,
1602,Isaiah,Hill,,"5' 10""",155 lbs.,--,,5,7,1,
1603,Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,13,10,0,
1604,Tyler,Hill,,"6' 3""",170 lbs.,--,Switch,8,2,0,
1605,Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,8,1,0,
1606,Kailan,Hill,,"6' 1""",185 lbs.,"77.0""",Southpaw,4,1,0,
1607,Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,17,11,0,
1608,Hatsu,Hioki,,"5' 11""",145 lbs.,"73.0""",Orthodox,29,10,2,
1609,Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,14,5,4,
1610,Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,23,9,0,
1611,Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,18,10,2,
1612,Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,16,22,6,
1613,Kwan,Ho Kwak,,"5' 5""",135 lbs.,--,Switch,9,2,0,
1614,Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0,
1615,Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36,10,1,
1616,Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10,4,0,
1617,Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0,
1618,Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,
1619,Chris,Holdsworth,,"5' 11""",135 lbs.,--,,6,0,0,
1620,Kevin,Holland,Trailblazer,"6' 3""",185 lbs.,"81.0""",Orthodox,21,7,0,
1621,Roger,Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,13,5,0,
1622,Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,22,6,0,
1623,Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,
1624,Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,
1625,Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,14,5,0,
1626,Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,
1627,Joseph,Holmes,Uglyman,"6' 4""",185 lbs.,"80.0""",Orthodox,6,1,0,
1628,Kurt,Holobaugh,,"5' 11""",155 lbs.,"70.0""",Orthodox,17,7,0,
1629,Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1,
1630,Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4,0,0,
1631,Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,12,6,0,
1632,Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,14,5,0,
1633,Sabah,Homasi,,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,
1634,Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,
1635,Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",Orthodox,10,4,0,
1636,Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9,1,0,
1637,Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,
1638,David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,
1639,Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"82.0""",Southpaw,14,4,0,
1640,Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,21,10,0,
1641,Chase,Hooper,The Dream,"6' 1""",145 lbs.,"74.0""",Southpaw,10,2,1,
1642,Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,
1643,Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,
1644,Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,
1645,Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0,
1646,Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5,
1647,Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,
1648,Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1,
1649,Jamey-Lyn,Horth,,"5' 7""",125 lbs.,--,,4,0,0,
1650,Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30,25,1,
1651,John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,
1652,Saeed,Hosseini,,--,--,--,,0,1,0,
1653,Jeff,Hougland,Hellbound,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0,
1654,Trey,Houston,,"5' 11""",185 lbs.,--,,11,4,0,
1655,Jamie,Houston,,--,185 lbs.,--,,3,0,0,
1656,Brian,Houston,B-Hue,"6' 2""",185 lbs.,--,Orthodox,4,6,0,
1657,Harold,Howard,,"6' 2""",240 lbs.,--,Orthodox,1,3,0,
1658,John,Howard,Doomsday,"5' 7""",170 lbs.,"72.0""",Orthodox,24,13,0,
1659,Shane,Howell,,"5' 8""",125 lbs.,--,Orthodox,13,10,0,
1660,Hu,Yaozong,Totoro,"6' 3""",185 lbs.,"72.0""",Orthodox,3,2,0,
1661,Carlos,Huachin,Perro Malo,"5' 4""",135 lbs.,"67.0""",Southpaw,10,5,1,
1662,Brady,Huang,The Kung Fu Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,11,2,0,
1663,Austin,Hubbard,Thud,"5' 10""",155 lbs.,"71.0""",Orthodox,13,6,0,
1664,Collin,Huckbody,All In,"6' 3""",185 lbs.,"76.0""",Orthodox,8,2,0,
1665,Alex,Huddleston,The Shaved Gorilla,"6' 7""",254 lbs.,--,,6,2,0,
1666,Roger,Huerta,El Matador,"5' 9""",155 lbs.,"70.0""",Orthodox,23,9,1,
1667,Casey,Huffman,Hellbent,"6' 3""",185 lbs.,--,,3,1,0,
1668,Matt,Hughes,,"5' 9""",170 lbs.,"73.0""",Switch,45,9,0,
1669,Mark,Hughes,,"5' 9""",205 lbs.,--,Southpaw,6,2,0,
1670,Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0,
1671,Sam,Hughes,Sampage,"5' 5""",115 lbs.,"64.0""",Orthodox,5,3,0,
1672,David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,22,10,0,
